edad,trabajo,estado_civil,educacion,incumplimiento,balance,prestamo_vivienda,prestamo_personal,contacto,ultimo_dia_contacto,ultimo_mes_contacto,ultimo_contacto_duracion,campana,pdias,previo,presultado,y
49,emprendedor,divorciado,unknown,si,-701,si,no,celular,30,jul,988,2,-1,0,desconocido,si
29,administracion,casado,superior,no,451,no,no,celular,28,ene,451,1,-1,0,desconocido,no
45,collar azul,divorciado,primaria,no,-311,si,no,desconocido,23,may,1030,1,-1,0,desconocido,si
38,emprendedor,casado,secundaria,no,593,si,si,celular,24,jul,1484,24,-1,0,desconocido,si
32,collar azul,casado,secundaria,no,759,si,no,celular,9,abr,317,5,-1,0,desconocido,si
70,retirado,divorciado,primaria,no,4531,no,no,celular,18,may,445,1,-1,0,desconocido,no
65,retirado,divorciado,primaria,no,1840,no,no,celular,1,jun,383,2,188,5,fracaso,no
56,collar azul,casado,secundaria,no,345,si,no,telefono,22,jul,605,1,-1,0,desconocido,no
35,collar azul,casado,secundaria,no,1287,si,no,celular,14,jul,330,2,-1,0,desconocido,no
56,administracion,casado,unknown,no,353,no,si,celular,25,jul,171,2,-1,0,desconocido,no
56,tecnico,casado,secundaria,no,205,no,si,celular,23,jul,442,2,-1,0,desconocido,no
49,emprendedor,casado,secundaria,no,687,si,no,celular,17,abr,772,1,-1,0,desconocido,si
38,desempleado,casado,primaria,no,1147,si,si,desconocido,8,may,249,5,-1,0,desconocido,no
35,administracion,casado,superior,no,4286,si,no,desconocido,9,may,357,1,-1,0,desconocido,no
38,admin.,casado,superior,no,605,no,no,celular,18,nov,147,2,-1,0,desconocido,no
49,collar azul,casado,secundaria,no,8545,si,si,celular,6,may,199,7,167,1,fracaso,no
55,administracion,casado,unknown,no,559,no,no,celular,28,ene,271,2,-1,0,desconocido,no
43,collar azul,soltero,primaria,no,2,si,no,celular,30,jul,783,3,-1,0,desconocido,no
43,administracion,casado,superior,no,2,no,si,celular,20,ago,472,2,-1,0,desconocido,no
25,admin.,soltero,superior,no,760,si,no,celular,27,may,223,3,89,2,fracaso,si
30,collar azul,casado,primaria,no,1317,si,no,desconocido,21,may,395,2,-1,0,desconocido,no
46,collar azul,casado,secundaria,no,182,no,no,celular,4,feb,56,1,-1,0,desconocido,no
50,admin.,casado,primaria,no,276,no,si,desconocido,17,jun,641,6,-1,0,desconocido,no
35,emprendedor,casado,secundaria,no,2971,no,no,celular,4,may,429,4,164,2,fracaso,si
26,desempleado,soltero,secundaria,no,1064,no,no,desconocido,31,may,113,1,-1,0,desconocido,no
45,admin.,casado,unknown,no,1783,no,no,desconocido,20,jun,11,11,-1,0,desconocido,no
37,collar azul,casado,secundaria,no,-67,no,no,celular,2,feb,157,1,-1,0,desconocido,no
60,independiente,soltero,superior,no,179,no,si,celular,29,jul,79,4,-1,0,desconocido,no
38,administracion,casado,superior,no,1199,no,no,celular,4,ago,178,1,1,1,exito,si
47,collar azul,casado,primaria,no,214,si,si,desconocido,9,jun,168,1,-1,0,desconocido,no
33,tecnico,casado,secundaria,no,6699,no,no,celular,9,nov,425,1,462,1,fracaso,no
51,desempleado,casado,secundaria,no,1760,no,si,celular,19,nov,162,1,-1,0,desconocido,no
35,emprendedor,soltero,superior,no,145,si,no,celular,18,jul,799,2,-1,0,desconocido,si
35,desempleado,casado,secundaria,no,978,no,no,celular,29,dic,1370,3,209,3,exito,si
48,admin.,soltero,secundaria,no,1150,si,no,desconocido,28,may,357,1,-1,0,desconocido,no
37,admin.,casado,secundaria,no,121,no,no,celular,22,jul,22,6,-1,0,desconocido,no
29,tecnico,soltero,superior,no,828,si,no,celular,16,abr,215,3,321,3,otro,no
34,admin.,casado,secundaria,no,244,si,no,celular,31,jul,56,4,-1,0,desconocido,no
32,servicios,casado,primaria,no,228,si,no,celular,21,jul,1017,6,-1,0,desconocido,si
30,administracion,soltero,superior,no,424,no,no,celular,16,abr,298,4,-1,0,desconocido,si
47,administracion,divorciado,superior,no,447,no,si,desconocido,7,may,126,1,-1,0,desconocido,no
33,collar azul,casado,primaria,no,-195,no,no,desconocido,20,sep,9,1,-1,0,desconocido,no
33,administracion,soltero,superior,no,1410,si,no,celular,5,feb,8,1,254,5,fracaso,no
63,retirado,casado,primaria,no,1084,no,no,celular,14,oct,201,1,183,1,exito,no
51,independiente,divorciado,primaria,no,10924,no,no,celular,6,may,106,2,-1,0,desconocido,no
41,administracion,casado,superior,no,832,si,si,celular,21,nov,164,1,176,1,fracaso,no
56,retirado,casado,superior,no,478,no,no,celular,5,feb,97,1,-1,0,desconocido,no
60,administracion,soltero,superior,no,0,no,si,celular,23,jul,151,1,-1,0,desconocido,no
41,independiente,soltero,superior,no,3950,si,no,desconocido,30,may,96,2,-1,0,desconocido,no
37,administracion,soltero,unknown,no,504,si,no,celular,16,abr,555,1,-1,0,desconocido,no
36,collar azul,soltero,secundaria,no,219,si,si,celular,11,may,270,2,347,1,fracaso,no
57,administracion,casado,superior,no,1602,no,no,celular,29,jul,339,3,-1,0,desconocido,no
55,administracion,casado,primaria,no,2587,no,no,celular,4,sep,328,2,94,2,exito,si
44,admin.,casado,secundaria,no,0,si,si,desconocido,16,may,159,1,-1,0,desconocido,no
47,independiente,casado,superior,no,2303,si,no,celular,6,may,323,2,364,1,fracaso,no
31,collar azul,casado,secundaria,no,1660,si,no,celular,20,abr,342,1,-1,0,desconocido,no
35,administracion,casado,superior,si,32,si,no,celular,21,nov,180,1,-1,0,desconocido,no
39,administracion,casado,superior,no,278,no,si,celular,28,jul,60,3,-1,0,desconocido,no
50,administracion,casado,superior,no,4,no,no,celular,17,nov,223,1,96,2,fracaso,no
29,administracion,casado,superior,no,318,si,no,celular,18,may,1434,2,356,4,fracaso,no
30,servicios,soltero,secundaria,no,209,si,no,desconocido,6,may,30,2,-1,0,desconocido,no
46,servicios,casado,secundaria,no,271,si,no,desconocido,16,may,134,4,-1,0,desconocido,no
27,administracion,soltero,unknown,no,3196,no,no,celular,9,feb,10,2,-1,0,desconocido,no
48,admin.,divorciado,secundaria,no,4099,no,no,celular,2,abr,397,2,-1,0,desconocido,si
26,estudiante,soltero,secundaria,no,2572,si,no,celular,5,may,620,1,-1,0,desconocido,no
36,administracion,soltero,superior,no,339,no,no,celular,21,nov,6,6,-1,0,desconocido,no
42,collar azul,casado,primaria,no,0,si,si,celular,7,may,209,2,-1,0,desconocido,no
50,empleado domestico,casado,primaria,no,395,si,no,desconocido,15,may,419,2,-1,0,desconocido,no
49,collar azul,casado,secundaria,no,2039,si,no,celular,18,nov,283,2,-1,0,desconocido,no
45,administracion,casado,superior,no,5450,no,no,celular,8,ago,188,2,-1,0,desconocido,no
23,estudiante,soltero,secundaria,no,780,no,no,celular,16,sep,267,1,-1,0,desconocido,no
38,tecnico,soltero,secundaria,no,0,si,no,celular,7,abr,196,2,-1,0,desconocido,no
32,administracion,soltero,superior,no,8436,si,no,celular,17,abr,245,1,149,2,fracaso,no
60,tecnico,soltero,primaria,no,11262,no,no,celular,26,ago,323,1,-1,0,desconocido,si
30,emprendedor,casado,secundaria,no,946,si,no,celular,19,nov,1065,1,183,1,otro,no
58,empleado domestico,casado,superior,no,497,no,no,desconocido,11,jun,138,5,-1,0,desconocido,no
60,retirado,casado,primaria,no,55,no,no,celular,4,jun,207,1,-1,0,desconocido,no
38,servicios,casado,secundaria,no,-140,no,no,desconocido,25,jun,456,3,-1,0,desconocido,no
51,tecnico,casado,secundaria,no,-379,si,no,celular,5,ago,261,1,-1,0,desconocido,no
42,admin.,casado,secundaria,no,-396,si,no,celular,11,may,80,1,308,4,fracaso,no
30,servicios,soltero,secundaria,no,0,si,no,celular,18,may,131,6,363,9,fracaso,no
40,administracion,casado,primaria,no,733,si,no,desconocido,6,jun,94,7,-1,0,desconocido,no
37,administracion,casado,superior,no,393,si,no,celular,14,may,567,3,275,4,fracaso,si
53,tecnico,divorciado,primaria,no,7290,si,no,desconocido,30,may,153,1,-1,0,desconocido,no
27,servicios,soltero,secundaria,no,468,si,no,celular,13,may,109,1,-1,0,desconocido,no
39,collar azul,casado,secundaria,no,0,si,no,celular,30,abr,53,1,325,1,fracaso,no
39,collar azul,casado,primaria,no,3705,si,no,desconocido,16,jun,77,1,-1,0,desconocido,no
59,retirado,casado,superior,no,9676,no,no,telefono,27,mar,234,2,-1,0,desconocido,si
37,servicios,casado,secundaria,no,1328,si,no,telefono,13,may,121,2,341,4,fracaso,no
41,collar azul,casado,primaria,no,8,si,no,celular,15,jul,155,2,-1,0,desconocido,no
45,collar azul,casado,primaria,no,61,no,no,celular,17,abr,108,1,-1,0,desconocido,no
48,administracion,casado,superior,no,6613,no,no,desconocido,17,jun,159,3,-1,0,desconocido,no
48,tecnico,casado,secundaria,no,302,si,no,desconocido,26,may,208,3,-1,0,desconocido,no
32,collar azul,casado,secundaria,no,1005,no,no,celular,12,may,215,1,-1,0,desconocido,no
35,servicios,casado,secundaria,no,109,si,no,desconocido,6,may,597,3,-1,0,desconocido,no
33,administracion,soltero,superior,no,1240,si,no,celular,4,feb,505,2,260,1,otro,no
28,collar azul,soltero,primaria,no,0,si,si,desconocido,3,jun,380,4,-1,0,desconocido,no
64,retirado,casado,unknown,no,2923,no,no,celular,12,mar,120,1,-1,0,desconocido,no
35,tecnico,casado,secundaria,no,0,no,no,celular,27,ago,106,4,-1,0,desconocido,no
33,collar azul,casado,secundaria,no,43,si,no,celular,14,may,332,2,358,2,fracaso,no
41,tecnico,casado,secundaria,no,288,si,no,desconocido,15,may,221,4,-1,0,desconocido,no
34,admin.,casado,secundaria,no,613,si,no,celular,4,jun,80,1,-1,0,desconocido,no
37,tecnico,soltero,superior,no,6101,no,no,celular,4,may,60,5,87,1,exito,no
38,collar azul,casado,primaria,no,168,si,si,telefono,13,may,212,3,-1,0,desconocido,no
39,collar azul,casado,primaria,no,7685,si,no,celular,14,abr,493,3,-1,0,desconocido,no
35,tecnico,divorciado,superior,no,4515,si,no,celular,19,nov,98,2,-1,0,desconocido,no
28,collar azul,soltero,secundaria,no,517,no,si,celular,8,jul,681,1,-1,0,desconocido,si
27,collar azul,soltero,secundaria,no,148,no,no,celular,22,jul,203,1,-1,0,desconocido,no
48,retirado,casado,primaria,si,-285,no,si,celular,19,nov,157,1,-1,0,desconocido,no
50,collar azul,casado,secundaria,no,887,no,no,desconocido,16,jun,287,1,-1,0,desconocido,no
45,independiente,casado,secundaria,no,3098,si,no,celular,7,ago,159,2,-1,0,desconocido,no
41,tecnico,casado,superior,no,744,si,no,desconocido,14,may,125,1,-1,0,desconocido,no
39,tecnico,casado,secundaria,no,130,no,no,celular,8,jul,202,2,-1,0,desconocido,no
44,administracion,casado,secundaria,no,438,si,no,telefono,8,may,37,3,303,1,fracaso,no
54,admin.,casado,secundaria,no,0,no,no,celular,28,ene,161,1,98,2,fracaso,si
49,administracion,casado,superior,no,322,no,no,celular,6,ago,72,4,-1,0,desconocido,no
34,collar azul,soltero,secundaria,no,186,no,no,celular,2,feb,342,1,-1,0,desconocido,no
75,retirado,divorciado,superior,no,3810,si,no,celular,16,nov,262,1,183,1,fracaso,si
42,administracion,casado,superior,no,0,no,no,celular,13,ago,325,2,-1,0,desconocido,no
53,collar azul,casado,secundaria,no,4380,no,no,telefono,19,ago,223,7,-1,0,desconocido,no
49,administracion,divorciado,superior,no,755,no,no,celular,31,jul,1212,4,-1,0,desconocido,si
31,servicios,soltero,secundaria,no,2070,no,no,celular,29,ago,319,2,-1,0,desconocido,no
45,collar azul,soltero,primaria,no,999,no,no,celular,29,ene,182,2,-1,0,desconocido,no
39,independiente,casado,secundaria,no,167,si,si,celular,17,jul,330,1,-1,0,desconocido,no
46,tecnico,casado,secundaria,no,1322,si,si,celular,19,nov,514,1,-1,0,desconocido,no
42,admin.,divorciado,secundaria,no,1076,si,no,desconocido,14,may,213,1,-1,0,desconocido,no
37,administracion,casado,superior,no,502,si,no,celular,7,may,551,1,351,1,fracaso,no
26,tecnico,soltero,superior,no,1216,si,no,celular,16,abr,472,2,-1,0,desconocido,no
37,administracion,soltero,superior,no,876,si,no,celular,15,abr,140,4,327,2,fracaso,no
36,servicios,soltero,secundaria,no,342,si,no,desconocido,7,may,142,1,-1,0,desconocido,no
29,collar azul,soltero,primaria,no,950,si,no,desconocido,4,jun,135,3,-1,0,desconocido,no
36,collar azul,casado,primaria,no,973,si,si,desconocido,23,may,293,1,-1,0,desconocido,no
26,tecnico,casado,superior,no,3825,si,no,desconocido,13,may,107,1,-1,0,desconocido,no
32,collar azul,casado,secundaria,no,2366,si,no,desconocido,20,may,127,2,-1,0,desconocido,no
40,administracion,casado,superior,no,542,si,no,celular,20,nov,1816,1,-1,0,desconocido,no
53,administracion,casado,primaria,no,995,no,no,celular,4,feb,200,3,-1,0,desconocido,no
29,administracion,casado,superior,no,20,si,no,celular,12,may,418,1,-1,0,desconocido,no
34,tecnico,soltero,superior,no,228,si,no,celular,22,jul,387,4,-1,0,desconocido,no
43,collar azul,casado,secundaria,no,130,no,no,celular,5,may,156,1,337,3,fracaso,no
56,administracion,casado,superior,no,217,no,si,celular,21,jul,121,2,-1,0,desconocido,no
55,emprendedor,divorciado,superior,no,0,no,no,desconocido,6,jun,108,2,-1,0,desconocido,no
31,independiente,casado,superior,no,259,si,no,celular,7,may,47,1,-1,0,desconocido,no
27,admin.,soltero,secundaria,no,619,si,no,celular,20,abr,16,5,322,4,otro,no
36,administracion,casado,secundaria,no,644,si,no,celular,18,nov,54,2,-1,0,desconocido,no
44,administracion,casado,superior,no,22,si,no,celular,6,ago,265,2,-1,0,desconocido,no
37,admin.,divorciado,superior,no,4303,si,no,desconocido,23,may,168,1,-1,0,desconocido,no
30,admin.,soltero,secundaria,no,239,si,no,celular,7,may,115,3,-1,0,desconocido,no
42,tecnico,soltero,secundaria,no,275,no,no,celular,26,ago,31,8,-1,0,desconocido,no
30,administracion,casado,superior,no,1221,si,no,telefono,25,jul,279,4,-1,0,desconocido,si
62,retirado,casado,secundaria,no,816,no,no,celular,1,sep,28,2,-1,0,desconocido,no
24,collar azul,casado,secundaria,no,1222,si,no,celular,20,abr,369,1,-1,0,desconocido,no
31,tecnico,casado,secundaria,no,2363,si,no,desconocido,13,may,247,1,-1,0,desconocido,no
66,retirado,casado,superior,no,2262,no,no,celular,22,abr,155,1,-1,0,desconocido,no
47,admin.,casado,secundaria,no,2,no,no,celular,10,jul,89,1,-1,0,desconocido,no
39,emprendedor,casado,superior,no,2,si,no,celular,17,nov,180,1,-1,0,desconocido,no
35,tecnico,casado,secundaria,no,4508,si,no,celular,18,nov,854,1,-1,0,desconocido,si
35,admin.,divorciado,secundaria,no,-402,si,no,celular,17,abr,46,1,-1,0,desconocido,no
27,tecnico,casado,secundaria,no,1577,si,si,desconocido,28,may,266,2,-1,0,desconocido,no
32,collar azul,casado,secundaria,no,34,si,no,celular,5,may,321,2,-1,0,desconocido,no
44,administracion,casado,superior,no,795,no,no,celular,28,ago,99,24,-1,0,desconocido,no
42,collar azul,casado,secundaria,no,117,si,no,desconocido,9,may,147,1,-1,0,desconocido,no
34,independiente,soltero,superior,no,5462,no,no,celular,30,abr,430,1,-1,0,desconocido,si
25,servicios,soltero,secundaria,no,402,no,si,celular,7,jul,264,1,-1,0,desconocido,no
40,tecnico,soltero,secundaria,no,641,no,no,celular,16,jul,156,6,-1,0,desconocido,no
43,administracion,divorciado,superior,no,36,no,no,celular,26,may,118,1,102,2,fracaso,no
55,desempleado,casado,superior,no,383,no,no,desconocido,6,may,343,3,-1,0,desconocido,no
50,collar azul,casado,secundaria,no,283,si,no,celular,7,ago,226,3,-1,0,desconocido,no
45,administracion,divorciado,superior,no,0,no,no,desconocido,1,jun,5,1,-1,0,desconocido,no
35,collar azul,divorciado,secundaria,no,3102,si,no,celular,20,nov,138,1,-1,0,desconocido,no
32,collar azul,casado,secundaria,no,889,si,no,celular,10,sep,185,1,99,5,exito,si
59,empleado domestico,casado,secundaria,no,0,no,no,telefono,3,feb,722,1,99,4,fracaso,no
34,independiente,casado,secundaria,no,-370,si,no,desconocido,21,may,748,1,-1,0,desconocido,no
39,administracion,casado,superior,no,-606,si,no,desconocido,26,may,142,1,-1,0,desconocido,no
40,administracion,soltero,secundaria,no,10378,si,no,celular,17,nov,523,3,-1,0,desconocido,no
36,collar azul,soltero,primaria,no,1313,si,no,desconocido,20,jun,8,10,-1,0,desconocido,no
40,administracion,casado,superior,no,8969,si,no,celular,17,nov,153,1,-1,0,desconocido,no
55,independiente,casado,secundaria,no,-196,si,no,desconocido,20,may,210,2,-1,0,desconocido,no
38,emprendedor,casado,secundaria,si,15,si,no,celular,10,jul,121,1,-1,0,desconocido,no
61,admin.,casado,secundaria,no,4608,no,no,celular,12,mar,212,1,-1,0,desconocido,si
41,administracion,casado,superior,no,666,si,no,desconocido,21,may,253,3,-1,0,desconocido,no
57,collar azul,casado,primaria,no,452,si,no,desconocido,13,may,139,4,-1,0,desconocido,no
48,collar azul,casado,secundaria,no,149,si,no,desconocido,9,may,71,1,-1,0,desconocido,no
77,retirado,casado,superior,no,7802,no,no,telefono,4,may,421,1,92,2,exito,si
35,servicios,casado,secundaria,no,1453,si,no,desconocido,28,may,199,1,-1,0,desconocido,no
54,collar azul,casado,secundaria,no,1480,si,no,desconocido,14,may,108,1,-1,0,desconocido,no
37,administracion,soltero,unknown,no,715,si,no,desconocido,20,may,247,2,-1,0,desconocido,no
56,administracion,soltero,secundaria,no,237,si,no,telefono,9,jul,236,4,-1,0,desconocido,no
40,tecnico,casado,secundaria,no,694,si,no,celular,4,feb,97,4,196,5,fracaso,no
40,administracion,casado,superior,no,0,no,no,celular,14,jul,109,8,-1,0,desconocido,no
54,administracion,casado,superior,no,55,si,no,celular,2,jun,112,2,-1,0,desconocido,no
55,empleado domestico,casado,primaria,no,136,si,no,desconocido,19,jun,15,10,-1,0,desconocido,no
55,servicios,divorciado,secundaria,si,-404,si,no,celular,22,jul,502,3,-1,0,desconocido,no
52,collar azul,casado,primaria,no,779,si,no,desconocido,16,may,30,3,-1,0,desconocido,no
55,collar azul,soltero,primaria,no,1187,si,no,desconocido,2,jun,193,2,-1,0,desconocido,no
33,administracion,casado,superior,no,641,si,no,celular,13,ago,347,2,-1,0,desconocido,no
52,collar azul,casado,unknown,no,826,si,no,desconocido,15,may,468,2,-1,0,desconocido,no
33,servicios,divorciado,secundaria,no,991,si,no,desconocido,27,may,148,1,-1,0,desconocido,no
53,admin.,casado,secundaria,no,1796,no,no,telefono,16,mar,295,1,91,2,exito,si
46,admin.,casado,secundaria,no,22,no,no,celular,26,ago,388,6,-1,0,desconocido,si
44,tecnico,soltero,secundaria,no,244,si,no,celular,12,ago,1735,4,-1,0,desconocido,si
48,administracion,divorciado,superior,no,1328,si,no,desconocido,6,may,339,1,-1,0,desconocido,no
50,empleado domestico,casado,secundaria,no,7317,si,no,celular,13,may,172,1,370,1,fracaso,no
34,tecnico,soltero,secundaria,no,4943,si,si,celular,19,nov,117,2,-1,0,desconocido,no
38,tecnico,soltero,secundaria,no,258,no,si,desconocido,20,jun,587,2,-1,0,desconocido,no
42,administracion,soltero,superior,no,515,si,no,celular,19,nov,501,2,-1,0,desconocido,no
32,administracion,soltero,superior,no,12607,no,no,celular,14,ago,203,5,84,1,fracaso,no
58,admin.,casado,secundaria,no,2,si,si,telefono,25,jul,282,9,-1,0,desconocido,no
31,administracion,casado,superior,no,13,no,no,celular,28,ago,110,5,-1,0,desconocido,no
19,estudiante,soltero,primaria,no,103,no,no,celular,10,jul,104,2,-1,0,desconocido,si
41,administracion,casado,superior,no,3872,no,no,celular,15,oct,231,1,-1,0,desconocido,no
31,desempleado,casado,secundaria,no,296,si,no,desconocido,20,may,378,3,-1,0,desconocido,no
52,independiente,soltero,primaria,no,217,no,si,celular,15,jul,193,6,-1,0,desconocido,no
42,independiente,divorciado,superior,no,360,si,no,desconocido,24,jun,110,5,-1,0,desconocido,no
41,collar azul,soltero,secundaria,no,428,si,no,celular,12,may,92,1,-1,0,desconocido,no
30,collar azul,soltero,secundaria,no,315,no,no,celular,23,jun,1407,1,-1,0,desconocido,si
38,collar azul,casado,secundaria,no,121,si,si,celular,6,feb,168,1,212,2,fracaso,no
32,administracion,casado,superior,no,820,si,no,celular,17,jul,738,3,-1,0,desconocido,no
52,tecnico,casado,secundaria,no,195,si,no,celular,18,feb,220,1,63,5,fracaso,si
48,administracion,divorciado,superior,no,108,si,no,desconocido,27,may,89,2,-1,0,desconocido,no
36,administracion,casado,superior,no,-381,si,no,celular,31,jul,30,29,-1,0,desconocido,no
